INTERPRO	domain_name	5mSIPHEX1_0	5mSIPHEX1_1	5mSIPHEX1_10	5mSIPHEX1_11	5mSIPHEX1_13	5mSIPHEX1_15	5mSIPHEX1_18	5mSIPHEX1_19	5mSIPHEX1_2	5mSIPHEX1_25	5mSIPHEX1_26	5mSIPHEX1_32	5mSIPHEX1_33	5mSIPHEX1_37	5mSIPHEX1_8	5mSIPHEX1_9	5mSIPHEX2_10	5mSIPHEX2_14	5mSIPHEX2_16	5mSIPHEX2_18	5mSIPHEX2_25	5mSIPHEX2_3	5mSIPHEX2_5	5mSIPHEX2_7	700mSIPHEX1_0	700mSIPHEX1_1	700mSIPHEX1_12	700mSIPHEX1_15	700mSIPHEX1_17	700mSIPHEX1_18	700mSIPHEX1_2	700mSIPHEX1_20	700mSIPHEX1_3	700mSIPHEX1_8	700mSIPHEX2_13	700mSIPHEX2_14	700mSIPHEX2_16	700mSIPHEX2_21	700mSIPHEX2_22	700mSIPHEX2_23	700mSIPHEX2_24	700mSIPHEX2_9
IPR029767	UDP-N-acetylglucosamine 2-epimerase WecB-like	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	3	0	1	0	0	0	1	0	0	1	0	0	0	3	1	0
IPR020004	Bifunctional UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
IPR003331	UDP-N-acetylglucosamine 2-epimerase domain	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	3	0	1	0	0	0	1	0	0	1	0	0	0	3	1	0
IPR000015	Outer membrane usher protein	0	1	1	1	0	0	0	0	2	1	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
IPR025949	PapC-like, C-terminal domain	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
IPR043142	PapC-like, C-terminal domain superfamily	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR042186	Outer membrane usher protein FimD, plug domain	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
IPR014747	Bacterial photosynthetic reaction centre, H-chain, C-terminal	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0
IPR005652	Photosynthetic reaction centre, H subunit	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR015967	Recombination protein RecR, conserved site	0	1	1	1	1	1	0	0	1	1	1	1	1	0	0	0	0	1	1	1	0	0	0	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0	1	1	1	1
IPR011777	Geranylgeranyl reductase family	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
IPR010253	Geranylgeranyl reductase, plant/prokaryotic	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR032875	Succinyl-CoA synthetase-like, flavodoxin domain	0	1	1	0	1	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	1	1	0	0	1	0	0	0	0	1	1	1	0	0	1	0	0	1	0
IPR019774	Aromatic amino acid hydroxylase, C-terminal	0	1	0	0	0	1	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	1	0	1	0	0	1
IPR008150	Phytoene dehydrogenase, bacterial-type, conserved site	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
IPR014105	Carotenoid/retinoid oxidoreductase	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1
IPR009351	DNA glycosylase AlkZ-like	0	1	1	0	1	1	0	0	0	0	0	0	1	1	1	1	0	1	0	0	1	1	0	1	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0
IPR008800	PufQ cytochrome subunit	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR027705	Flotillin family	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0
IPR008434	Magnesium-protoporphyrin IX monomethyl ester [oxidative] cyclase	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR003251	Rubrerythrin, diiron-binding domain	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR022571	Magnesium chelatase, subunit H, N-terminal	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR023171	Na+/H+ antiporter domain superfamily	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
IPR004670	Na+/H+ antiporter NhaA	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
IPR005828	Major facilitator, sugar transporter-like	0	1	0	0	1	1	0	1	0	1	0	1	0	0	1	1	0	0	0	1	1	0	1	1	0	1	1	0	1	1	1	0	0	0	0	1	1	0	1	1	0	0
IPR002869	Pyruvate-flavodoxin oxidoreductase, central domain	0	1	0	0	1	1	0	0	1	0	0	1	1	0	1	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
IPR019752	Pyruvate/ketoisovalerate oxidoreductase, catalytic domain	0	1	0	0	1	1	0	0	1	0	0	1	1	0	1	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
IPR002880	Pyruvate flavodoxin/ferredoxin oxidoreductase, pyrimidine binding domain	0	1	0	0	1	1	0	0	1	0	0	1	1	0	1	0	0	0	0	0	1	1	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
IPR046667	Domain of unknown function DUF6537	0	2	0	0	1	1	0	0	1	0	0	1	1	0	1	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
IPR006597	Sel1-like repeat	0	1	3	0	0	6	0	0	0	2	2	4	3	3	4	1	0	3	1	1	2	3	0	0	0	1	0	1	0	2	1	0	3	1	1	0	2	1	1	0	1	1
IPR003203	Bifunctional adenosylcobalamin biosynthesis protein CobU/CobP	0	1	1	1	0	0	1	1	0	1	0	1	0	0	1	0	0	2	0	1	1	0	1	0	1	1	0	1	0	0	0	1	1	1	1	0	0	1	0	0	0	1
IPR007076	TfoX, N-terminal	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR013105	Tetratricopeptide repeat 2	0	1	1	0	1	1	1	3	0	0	2	0	1	1	1	0	0	1	1	0	1	0	4	1	0	0	0	1	0	0	1	0	1	0	0	0	0	1	1	0	1	0
IPR023563	Large ribosomal subunit protein uL13, conserved site	0	1	1	1	0	0	1	1	1	1	1	0	0	0	1	0	0	2	1	1	1	0	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0
IPR007357	Photolyase PhrB-like	0	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1
IPR024409	Protein of unknown function DUF3833	0	2	1	0	1	1	1	1	1	0	0	0	0	2	2	1	0	1	0	0	2	2	1	1	1	0	0	1	0	1	1	0	1	2	2	0	1	1	1	0	0	0
IPR022838	GTP cyclohydrolase FolE2	0	1	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
IPR024719	HpaB/PvcC/4-BUDH C-terminal	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
IPR004925	HpaB/PvcC/4-BUDH	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
IPR012687	4-HPA 3-monooxygenase large component, Deinococcus-type	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR024674	HpaB/PvcC/4-BUDH N-terminal	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
IPR001677	Transferrin-binding protein B, C-lobe/N-lobe beta barrel domain	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
